online_order,book_table,rate,location,rest_type,cuisines,type,cost_per_person
Yes,Yes,4.9,Malleshwaram,Casual Dining,"North Indian, Mughlai",Delivery,1000.0
Yes,Yes,4.5,Malleshwaram,Casual Dining,Chinese,Delivery,850.0
Yes,No,3.5,Rajajinagar,Quick Bites,Fast Food,Delivery,100.0
Yes,No,4.1,Malleshwaram,Casual Dining,"Portuguese, Wraps, Burger, Salad",Delivery,600.0
Yes,No,3.8,Basaveshwara Nagar,Quick Bites,"Chinese, North Indian, South Indian",Delivery,100.0
Yes,No,3.8,Rajajinagar,Quick Bites,"North Indian, Chinese, Kebab",Delivery,175.0
Yes,No,4.0,Rajajinagar,Delivery,"Bakery, Desserts",Delivery,250.0
Yes,No,2.8,Rajajinagar,Quick Bites,Fast Food,Delivery,100.0
Yes,No,3.6,Basaveshwara Nagar,Quick Bites,"Chinese, North Indian, South Indian",Delivery,150.0
Yes,No,3.0,Basaveshwara Nagar,"Beverage Shop, Quick Bites","Beverages, Fast Food",Delivery,200.0
Yes,No,3.2,Rajajinagar,Food Court,"South Indian, Chinese, North Indian",Delivery,225.0
Yes,No,3.4,Vijay Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages",Delivery,150.0
Yes,No,3.4,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani, Seafood, Fast Food, Beverages",Delivery,250.0
Yes,No,3.6,Vijay Nagar,Casual Dining,"North Indian, Chinese, Biryani, South Indian",Delivery,300.0
Yes,No,4.1,Basaveshwara Nagar,Casual Dining,"Biryani, North Indian, Mughlai",Delivery,300.0
Yes,No,3.2,Vijay Nagar,Quick Bites,"Fast Food, North Indian, South Indian, Chinese",Delivery,300.0
Yes,No,3.3,Vijay Nagar,Beverage Shop,"Beverages, Juices",Delivery,75.0
Yes,No,3.3,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese",Delivery,300.0
Yes,No,3.8,Rajajinagar,Quick Bites,"Mithai, Street Food",Delivery,200.0
Yes,No,3.700448817952718,Basaveshwara Nagar,"Takeaway, Delivery",North Indian,Delivery,250.0
Yes,No,3.700448817952718,Basaveshwara Nagar,Quick Bites,Fast Food,Delivery,75.0
Yes,Yes,4.6,Rajajinagar,"Casual Dining, Bar","Continental, North Indian, Chinese",Delivery,550.0
Yes,No,4.1,Malleshwaram,Casual Dining,"Chinese, Asian, American, Seafood",Delivery,300.0
No,No,3.5,Rajajinagar,Quick Bites,"South Indian, Chinese",Delivery,200.0
Yes,No,3.700448817952718,Jayanagar,"Takeaway, Delivery","Italian, North Indian, Biryani",Delivery,250.0
Yes,No,3.7,Malleshwaram,"Takeaway, Delivery",Bakery,Delivery,100.0
Yes,No,3.5,Basaveshwara Nagar,Quick Bites,"Fast Food, Sandwich",Delivery,100.0
Yes,No,4.0,Rajajinagar,Quick Bites,North Indian,Delivery,225.0
Yes,No,3.2,Rajajinagar,Quick Bites,"Fast Food, Beverages",Delivery,200.0
Yes,No,3.700448817952718,Basaveshwara Nagar,Delivery,Chinese,Delivery,300.0
Yes,No,3.6,Rajajinagar,Quick Bites,"North Indian, Chinese",Delivery,175.0
Yes,No,3.5,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,200.0
Yes,No,3.5,Vijay Nagar,Quick Bites,"North Indian, Andhra, Chinese, Seafood",Delivery,175.0
No,No,3.4,Vijay Nagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,150.0
Yes,No,4.1,Malleshwaram,Dessert Parlor,"Desserts, Beverages",Delivery,150.0
Yes,No,3.9,Basaveshwara Nagar,"Takeaway, Delivery",North Indian,Delivery,400.0
Yes,No,3.5,Vijay Nagar,Cafe,"Cafe, Fast Food",Delivery,450.0
Yes,No,2.7,Malleshwaram,Food Court,"North Indian, South Indian, Chinese, Biryani",Delivery,350.0
Yes,No,3.7,Rajajinagar,Casual Dining,"North Indian, Mughlai, Biryani, Chinese, Kebab",Delivery,300.0
Yes,No,3.7,Malleshwaram,"Beverage Shop, Dessert Parlor","Beverages, Desserts, Ice Cream",Delivery,200.0
Yes,No,3.700448817952718,Malleshwaram,Delivery,Beverages,Delivery,150.0
Yes,No,3.8,Malleshwaram,Food Court,"North Indian, Street Food, Kebab",Delivery,400.0
Yes,No,4.5,Malleshwaram,Casual Dining,"Vietnamese, Thai, Burmese, Japanese",Delivery,500.0
Yes,No,3.0,Magadi Road,Quick Bites,Pizza,Delivery,150.0
Yes,No,3.6,Rajajinagar,Quick Bites,"South Indian, Biryani",Delivery,200.0
Yes,No,3.5,Basaveshwara Nagar,Quick Bites,"Chinese, North Indian, South Indian",Delivery,250.0
Yes,No,3.8,Rajajinagar,Quick Bites,"South Indian, Biryani",Delivery,125.0
Yes,No,3.8,Malleshwaram,Casual Dining,"North Indian, Chinese, Beverages",Delivery,325.0
No,No,3.3,Vijay Nagar,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.7,Vijay Nagar,Quick Bites,"Fast Food, Steak",Delivery,150.0
No,No,3.6,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",Delivery,100.0
Yes,No,3.2,Magadi Road,Quick Bites,"Hyderabadi, Biryani",Delivery,100.0
Yes,No,3.8,Malleshwaram,Casual Dining,"Fast Food, North Indian",Delivery,200.0
Yes,No,3.4,Basaveshwara Nagar,"Dessert Parlor, Quick Bites","Ice Cream, Juices, Fast Food",Delivery,100.0
Yes,No,4.0,Seshadripuram,Casual Dining,"North Indian, Chinese, Thai, Momos",Delivery,300.0
Yes,No,3.8,Basaveshwara Nagar,Casual Dining,"Chinese, North Indian, Momos, Biryani",Delivery,400.0
Yes,No,3.9,Sadashiv Nagar,Casual Dining,"Chinese, Thai, Momos, Vietnamese",Delivery,350.0
Yes,No,3.8,Basaveshwara Nagar,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.3,Rajajinagar,"Dessert Parlor, Quick Bites","Desserts, Sandwich, Pizza, Burger",Delivery,100.0
Yes,No,2.9,Basaveshwara Nagar,Quick Bites,"Burger, Fast Food",Delivery,250.0
Yes,No,4.3,Sadashiv Nagar,"Cafe, Bakery","Cafe, Bakery",Delivery,200.0
Yes,No,3.6,Rajajinagar,Quick Bites,"North Indian, South Indian, Chinese",Delivery,150.0
Yes,No,3.4,Nagarbhavi,Quick Bites,"South Indian, North Indian, Fast Food, Chinese",Delivery,125.0
Yes,No,4.1,Seshadripuram,Quick Bites,Street Food,Delivery,75.0
No,No,2.9,Vijay Nagar,Quick Bites,"South Indian, Biryani",Delivery,200.0
Yes,No,3.700448817952718,Basaveshwara Nagar,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.2,Malleshwaram,Quick Bites,Pizza,Delivery,150.0
No,No,3.4,Rajajinagar,Quick Bites,"North Indian, Fast Food",Delivery,250.0
Yes,No,3.7,Vijay Nagar,Cafe,"Cafe, Beverages",Delivery,300.0
Yes,No,3.6,Rajajinagar,Dessert Parlor,"Desserts, Ice Cream",Delivery,150.0
Yes,No,3.6,Malleshwaram,Dessert Parlor,Desserts,Delivery,200.0
Yes,No,3.2,Malleshwaram,"Beverage Shop, Cafe","Cafe, Tea, North Indian",Delivery,250.0
Yes,No,3.700448817952718,Rajajinagar,Quick Bites,"Biryani, Kebab",Delivery,125.0
Yes,No,3.8,Basaveshwara Nagar,Dessert Parlor,Desserts,Delivery,125.0
Yes,No,3.9,Malleshwaram,Quick Bites,"Chinese, Fast Food, Momos",Delivery,100.0
Yes,No,3.700448817952718,Rajajinagar,Quick Bites,"Fast Food, Pizza",Delivery,125.0
Yes,No,3.8,Vijay Nagar,Sweet Shop,"Mithai, Street Food",Delivery,50.0
Yes,No,2.9,Malleshwaram,Quick Bites,"Pizza, Italian",Delivery,300.0
Yes,No,3.8,Basaveshwara Nagar,Dessert Parlor,"Ice Cream, Desserts",Delivery,100.0
Yes,No,4.0,Vijay Nagar,Quick Bites,"South Indian, North Indian, Street Food",Delivery,175.0
Yes,No,3.8,Malleshwaram,Quick Bites,"Andhra, Biryani",Delivery,150.0
No,No,3.700448817952718,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese, South Indian",Delivery,300.0
Yes,No,4.0,Seshadripuram,Dessert Parlor,"Desserts, Cafe",Delivery,200.0
Yes,No,3.6,Rajajinagar,Quick Bites,"Fast Food, Street Food, Momos",Delivery,100.0
Yes,No,3.6,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese, Seafood, South Indian",Delivery,225.0
Yes,No,3.7,Rajajinagar,Quick Bites,Street Food,Delivery,100.0
Yes,Yes,4.1,Sadashiv Nagar,Casual Dining,"Mangalorean, Seafood",Delivery,500.0
Yes,No,3.2,Basaveshwara Nagar,Quick Bites,"Biryani, Kebab",Delivery,200.0
Yes,No,3.5,Rajajinagar,Dessert Parlor,"Ice Cream, Fast Food",Delivery,100.0
Yes,No,3.4,Malleshwaram,Quick Bites,"Chinese, Momos",Delivery,75.0
Yes,No,3.8,Malleshwaram,"Quick Bites, Bakery","Fast Food, Bakery",Delivery,150.0
Yes,No,3.7,Malleshwaram,Casual Dining,"North Indian, Mughlai, Chinese, Beverages",Delivery,275.0
Yes,No,3.9,Malleshwaram,Food Court,"Bakery, Desserts, Beverages",Delivery,225.0
Yes,No,2.4,Malleshwaram,"Quick Bites, Food Court","Healthy Food, Salad, Fast Food",Delivery,250.0
Yes,Yes,4.1,Malleshwaram,"Bar, Casual Dining","Finger Food, Continental, Chinese",Delivery,550.0
Yes,No,4.1,Basaveshwara Nagar,Dessert Parlor,"Desserts, Ice Cream",Delivery,250.0
Yes,Yes,4.3,Malleshwaram,Casual Dining,"Italian, Salad, Mediterranean",Delivery,750.0
Yes,No,4.1,Malleshwaram,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.8,Magadi Road,Casual Dining,"North Indian, South Indian, Chinese, Mexican",Delivery,350.0
Yes,Yes,4.2,Malleshwaram,"Casual Dining, Bar","North Indian, Mangalorean, Seafood",Delivery,600.0
Yes,No,3.9,Rajajinagar,Quick Bites,"North Indian, Fast Food, Street Food",Delivery,400.0
Yes,No,2.3,Rajajinagar,Casual Dining,"North Indian, Chinese, South Indian, Street Food",Delivery,250.0
Yes,No,3.3,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",Delivery,125.0
Yes,No,4.2,Malleshwaram,Cafe,"Cafe, North Indian, Street Food",Delivery,250.0
Yes,No,4.0,Malleshwaram,Food Court,"North Indian, Street Food, Pizza, Burger, Sandwich",Delivery,150.0
Yes,No,3.7,Malleshwaram,Quick Bites,"North Indian, Chinese",Delivery,200.0
Yes,No,3.6,Malleshwaram,Beverage Shop,Beverages,Delivery,50.0
Yes,No,4.0,Malleshwaram,Sweet Shop,"Mithai, Street Food",Delivery,125.0
Yes,No,3.5,Vijay Nagar,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.9,Malleshwaram,Food Court,Desserts,Delivery,150.0
Yes,No,3.2,Race Course Road,Casual Dining,"Continental, South Indian",Delivery,500.0
Yes,No,3.7,Malleshwaram,Quick Bites,"South Indian, Beverages",Delivery,100.0
No,No,3.1,Rajajinagar,Casual Dining,"North Indian, Mangalorean, Chinese",Delivery,275.0
Yes,No,3.5,Vijay Nagar,Beverage Shop,"Beverages, Desserts",Delivery,75.0
No,No,3.3,Magadi Road,Quick Bites,"Fast Food, Beverages",Delivery,150.0
Yes,No,3.4,Rajajinagar,Dessert Parlor,Bakery,Delivery,200.0
Yes,No,3.8,Malleshwaram,Casual Dining,"North Indian, Chinese, Seafood",Delivery,350.0
Yes,No,3.0,Rajajinagar,Quick Bites,"Fast Food, Street Food",Delivery,100.0
Yes,No,3.9,Malleshwaram,Quick Bites,"Fast Food, Beverages, Momos",Delivery,150.0
Yes,No,3.3,Magadi Road,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,100.0
Yes,No,3.7,Basaveshwara Nagar,Casual Dining,"North Indian, Chinese",Delivery,250.0
Yes,No,3.5,Malleshwaram,"Beverage Shop, Quick Bites","Fast Food, Beverages",Delivery,125.0
Yes,Yes,3.9,Rajajinagar,Casual Dining,"North Indian, Continental",Delivery,450.0
Yes,No,4.1,Rajajinagar,Quick Bites,"Biryani, Seafood",Delivery,200.0
Yes,No,3.8,Basaveshwara Nagar,Dessert Parlor,Desserts,Delivery,175.0
Yes,No,3.700448817952718,Malleshwaram,Dessert Parlor,Ice Cream,Delivery,125.0
Yes,No,4.1,Malleshwaram,Cafe,"Cafe, Continental, Italian",Delivery,300.0
Yes,Yes,3.1,Basaveshwara Nagar,"Casual Dining, Bar","North Indian, Chinese, Seafood",Delivery,400.0
Yes,No,3.4,Magadi Road,Quick Bites,South Indian,Delivery,150.0
Yes,Yes,4.1,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese",Delivery,550.0
Yes,No,3.2,Vijay Nagar,Quick Bites,"North Indian, Chinese, Seafood",Delivery,175.0
No,No,3.4,Malleshwaram,"Food Court, Quick Bites","Pizza, Fast Food",Delivery,200.0
No,No,3.0,Rajajinagar,Quick Bites,"South Indian, Chinese, Fast Food",Delivery,150.0
No,No,3.2,Basaveshwara Nagar,"Quick Bites, Beverage Shop","Fast Food, Beverages, Ice Cream",Delivery,75.0
Yes,No,4.0,Malleshwaram,Quick Bites,"Pizza, Fast Food",Delivery,200.0
Yes,No,3.700448817952718,Rajajinagar,Quick Bites,"Fast Food, Beverages, Desserts",Delivery,150.0
Yes,No,3.2,Malleshwaram,Food Court,North Indian,Delivery,250.0
Yes,No,3.0,Malleshwaram,"Sweet Shop, Quick Bites","Mithai, Street Food",Delivery,100.0
Yes,No,3.3,Malleshwaram,Dessert Parlor,"Ice Cream, Desserts",Delivery,125.0
Yes,No,3.4,Rajajinagar,Casual Dining,"Andhra, North Indian, Chinese, Biryani",Delivery,300.0
Yes,No,3.8,Rajajinagar,Casual Dining,Chinese,Delivery,350.0
Yes,No,3.8,Sadashiv Nagar,Casual Dining,"Chinese, North Indian",Delivery,400.0
Yes,No,3.6,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,100.0
No,Yes,4.3,Rajajinagar,Casual Dining,"Pizza, Biryani, North Indian, South Indian",Delivery,400.0
Yes,No,4.2,Malleshwaram,Pub,"Chinese, Continental, North Indian",Delivery,700.0
Yes,No,3.8,Rajajinagar,Quick Bites,"Fast Food, Desserts",Delivery,125.0
Yes,No,2.8,Vijay Nagar,Food Court,"Rolls, Fast Food",Delivery,125.0
Yes,No,3.4,Seshadripuram,Quick Bites,"Maharashtrian, Street Food",Delivery,75.0
Yes,No,3.7,Rajajinagar,Casual Dining,"Chinese, Thai",Delivery,425.0
Yes,No,3.3,Rajajinagar,Casual Dining,"Chinese, Thai, Seafood",Delivery,325.0
Yes,No,3.7,Malleshwaram,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Juices",Delivery,75.0
Yes,No,3.700448817952718,Malleshwaram,Confectionery,Desserts,Delivery,100.0
Yes,No,3.6,Vijay Nagar,Quick Bites,"Biryani, Kebab",Delivery,150.0
Yes,No,3.3,Rajajinagar,"Takeaway, Delivery","Tea, Beverages",Delivery,100.0
Yes,No,3.0,Malleshwaram,Quick Bites,North Indian,Delivery,375.0
No,No,3.700448817952718,Rajajinagar,"Takeaway, Delivery",North Indian,Delivery,175.0
Yes,No,3.5,Rajajinagar,Quick Bites,"Biryani, Fast Food",Delivery,200.0
Yes,No,3.700448817952718,Seshadripuram,Quick Bites,"Chinese, Rolls",Delivery,200.0
Yes,No,3.8,Malleshwaram,Casual Dining,"Kebab, Hyderabadi, Biryani, Charcoal Chicken",Delivery,300.0
Yes,No,4.4,Malleshwaram,Quick Bites,South Indian,Delivery,60.0
No,No,3.7,Race Course Road,Casual Dining,South Indian,Delivery,500.0
Yes,Yes,3.5,Yeshwantpur,Bar,"Continental, American, Chinese, Finger Food",Delivery,600.0
Yes,No,3.4,Vijay Nagar,Quick Bites,"Andhra, Chinese, South Indian",Delivery,150.0
Yes,No,3.3,Sadashiv Nagar,Quick Bites,South Indian,Delivery,100.0
Yes,No,3.2,Malleshwaram,Quick Bites,"Chinese, Street Food, Rolls",Delivery,125.0
Yes,No,3.9,Malleshwaram,"Bakery, Dessert Parlor","Bakery, Desserts",Delivery,200.0
Yes,No,3.9,Vijay Nagar,Quick Bites,"North Indian, Chinese, Biryani, Rolls",Delivery,125.0
Yes,No,2.7,Malleshwaram,"Food Court, Quick Bites","Fast Food, Rolls",Delivery,200.0
Yes,No,2.9,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",Delivery,200.0
Yes,No,3.7,Malleshwaram,Dessert Parlor,Bakery,Delivery,75.0
No,No,3.4,Malleshwaram,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.8,Vijay Nagar,Quick Bites,"North Indian, South Indian, Biryani",Delivery,125.0
Yes,No,3.6,Seshadripuram,Casual Dining,"North Indian, Mughlai, Chinese, Continental",Delivery,400.0
Yes,No,2.9,Malleshwaram,Food Court,Chinese,Delivery,150.0
Yes,No,3.7,Vijay Nagar,Quick Bites,South Indian,Delivery,75.0
Yes,No,3.9,Malleshwaram,Cafe,"Cafe, Italian",Delivery,200.0
Yes,No,3.8,Rajajinagar,"Takeaway, Delivery","Fast Food, Rolls",Delivery,125.0
Yes,No,3.2,Rajajinagar,Quick Bites,"Chinese, North Indian, South Indian",Delivery,225.0
No,No,3.9,Malleshwaram,Quick Bites,"Seafood, Chinese, North Indian, South Indian",Delivery,200.0
Yes,No,3.4,Seshadripuram,Beverage Shop,Beverages,Delivery,75.0
Yes,No,3.9,Rajajinagar,Quick Bites,South Indian,Delivery,150.0
No,No,3.5,Malleshwaram,Quick Bites,Fast Food,Delivery,125.0
Yes,No,4.5,Malleshwaram,Quick Bites,South Indian,Delivery,75.0
Yes,No,4.3,Vijay Nagar,Quick Bites,South Indian,Delivery,50.0
Yes,No,3.7,Rajajinagar,Quick Bites,"Biryani, Kebab",Delivery,200.0
Yes,No,3.6,Race Course Road,Casual Dining,"North Indian, Continental, Chinese, Asian, Thai",Delivery,700.0
No,No,4.0,Rajajinagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese",Delivery,400.0
No,No,3.7,Rajajinagar,"Casual Dining, Bar","Andhra, Continental, Chinese",Delivery,450.0
Yes,No,3.8,Rajajinagar,Casual Dining,South Indian,Delivery,250.0
Yes,No,3.9,Malleshwaram,Cafe,"Cafe, Continental, Steak, Italian",Delivery,250.0
Yes,No,3.5,Rajajinagar,"Takeaway, Delivery","Chinese, Continental, North Indian, South Indian",Delivery,125.0
Yes,No,4.8,Malleshwaram,Quick Bites,South Indian,Delivery,75.0
No,Yes,3.9,Rajajinagar,Casual Dining,"North Indian, Chinese, Continental",Delivery,500.0
Yes,No,3.8,Rajajinagar,Quick Bites,"Biryani, Kebab",Delivery,200.0
Yes,No,3.4,Basaveshwara Nagar,Quick Bites,Biryani,Delivery,200.0
No,No,3.3,Rajajinagar,Quick Bites,"Mangalorean, Seafood, South Indian",Delivery,200.0
Yes,No,3.7,Rajajinagar,Quick Bites,"Fast Food, Desserts",Delivery,100.0
Yes,No,3.3,Vasanth Nagar,Quick Bites,South Indian,Delivery,175.0
Yes,No,3.2,Basaveshwara Nagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",Delivery,375.0
Yes,No,4.1,Malleshwaram,Mess,South Indian,Delivery,75.0
Yes,No,3.8,Rajajinagar,Quick Bites,"Seafood, South Indian, Chinese",Delivery,200.0
Yes,No,3.4,Sadashiv Nagar,Quick Bites,"Biryani, Chinese",Delivery,125.0
Yes,No,3.9,Malleshwaram,Quick Bites,"South Indian, Fast Food",Delivery,75.0
Yes,No,3.3,Rajajinagar,Quick Bites,"South Indian, Biryani",Delivery,200.0
Yes,No,4.0,Rajajinagar,Quick Bites,"Chinese, Beverages",Delivery,75.0
Yes,No,3.9,Rajajinagar,Quick Bites,North Indian,Delivery,175.0
No,No,3.8,Rajajinagar,Quick Bites,Biryani,Delivery,175.0
Yes,No,3.9,Malleshwaram,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.9,Rajajinagar,Quick Bites,South Indian,Delivery,50.0
Yes,No,3.9,Seshadripuram,Quick Bites,"Fast Food, Rolls",Delivery,100.0
Yes,No,3.8,Basaveshwara Nagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Beverages",Delivery,200.0
Yes,No,3.1,Rajajinagar,Quick Bites,"Mangalorean, Chinese, North Indian, Biryani",Delivery,175.0
No,No,3.5,Rajajinagar,Quick Bites,Biryani,Delivery,150.0
No,No,3.1,Rajajinagar,Dessert Parlor,"Ice Cream, Desserts",Delivery,225.0
Yes,No,3.7,Vijay Nagar,Quick Bites,Biryani,Delivery,125.0
No,No,3.7,Mysore Road,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.8,Basaveshwara Nagar,Beverage Shop,"Beverages, Desserts",Delivery,200.0
Yes,No,3.9,Malleshwaram,Casual Dining,"South Indian, North Indian, Seafood, Chinese",Delivery,300.0
Yes,No,3.700448817952718,Rajajinagar,Quick Bites,"Biryani, South Indian",Delivery,125.0
No,No,3.0,Rajajinagar,Quick Bites,"Mangalorean, Chinese, Seafood, North Indian",Delivery,225.0
Yes,No,3.9,Malleshwaram,"Quick Bites, Bakery","South Indian, North Indian, Chinese, Bakery, Desserts",Delivery,150.0
Yes,No,3.9,Malleshwaram,Quick Bites,South Indian,Delivery,75.0
Yes,No,3.5,Rajajinagar,Quick Bites,"Chinese, Fast Food, North Indian",Delivery,150.0
No,No,3.7,Rajajinagar,Casual Dining,North Indian,Delivery,375.0
No,No,3.4,Rajajinagar,"Takeaway, Delivery",Desserts,Delivery,75.0
Yes,No,3.1,Seshadripuram,Sweet Shop,"Mithai, Street Food",Delivery,100.0
No,No,3.700448817952718,Rajajinagar,"Takeaway, Delivery",South Indian,Delivery,75.0
Yes,Yes,3.7,Rajajinagar,Casual Dining,"Seafood, North Indian, Chinese, Continental, Mangalorean",Delivery,450.0
No,No,3.6,Rajajinagar,Quick Bites,Street Food,Delivery,100.0
No,No,3.5,Rajajinagar,Quick Bites,South Indian,Delivery,150.0
Yes,No,3.7,Malleshwaram,Sweet Shop,Mithai,Delivery,125.0
No,No,3.700448817952718,Rajajinagar,Casual Dining,"Chinese, North Indian",Delivery,325.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,South Indian,Delivery,150.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,North Indian,Delivery,200.0
Yes,No,3.1,Basaveshwara Nagar,Dessert Parlor,"Bakery, Fast Food",Delivery,250.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"Chinese, South Indian",Delivery,150.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,Biryani,Delivery,200.0
Yes,No,3.2,Rajajinagar,Quick Bites,Fast Food,Delivery,100.0
No,No,3.3,Rajajinagar,Quick Bites,"Biryani, Chinese",Delivery,100.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese",Delivery,200.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"Biryani, South Indian",Delivery,150.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"Biryani, South Indian",Delivery,100.0
No,No,3.700448817952718,Rajajinagar,"Takeaway, Delivery",North Indian,Delivery,150.0
No,No,3.700448817952718,Rajajinagar,Sweet Shop,"Mithai, Street Food",Delivery,225.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"Fast Food, South Indian",Delivery,100.0
No,No,3.1,Rajajinagar,Quick Bites,South Indian,Delivery,150.0
No,No,3.1,Rajajinagar,Quick Bites,"Biryani, Fast Food",Delivery,175.0
No,No,3.4,Rajajinagar,Bakery,Bakery,Delivery,150.0
No,No,3.5,Rajajinagar,Casual Dining,"Andhra, South Indian, Biryani, North Indian, Mangalorean",Delivery,350.0
No,No,3.3,Rajajinagar,Dessert Parlor,Ice Cream,Delivery,100.0
No,No,3.2,Rajajinagar,Quick Bites,"North Indian, South Indian",Delivery,200.0
No,No,3.4,Rajajinagar,Casual Dining,"North Indian, Chinese",Delivery,350.0
No,No,3.3,Rajajinagar,Quick Bites,"South Indian, Chinese",Delivery,150.0
No,No,3.700448817952718,Rajajinagar,"Beverage Shop, Dessert Parlor","Beverages, Desserts",Delivery,150.0
No,No,3.700448817952718,Rajajinagar,Dessert Parlor,Desserts,Delivery,150.0
No,No,3.2,Rajajinagar,Quick Bites,"North Indian, Chinese",Delivery,150.0
No,No,3.2,Rajajinagar,Quick Bites,"Mughlai, North Indian, Chinese",Delivery,200.0
No,No,3.700448817952718,Rajajinagar,"Takeaway, Delivery",Beverages,Delivery,125.0
No,No,3.4,Rajajinagar,Quick Bites,"Biryani, Kebab",Delivery,75.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,North Indian,Delivery,75.0
No,No,3.700448817952718,Rajajinagar,"Takeaway, Delivery","Seafood, Hyderabadi, Chinese",Delivery,200.0
No,No,3.700448817952718,Rajajinagar,Confectionery,"Fast Food, Beverages",Delivery,50.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"South Indian, North Indian, Chinese, Street Food",Delivery,100.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"Biryani, South Indian",Delivery,150.0
No,No,3.700448817952718,Rajajinagar,Quick Bites,"South Indian, Biryani",Delivery,150.0
No,No,3.700448817952718,Rajajinagar,Delivery,"North Indian, Kashmiri",Delivery,200.0
